index,Cross Entropy,Accuracy
2091,0.0199537,0.998617
2092,0.019946,0.998617
2093,0.0199384,0.998617
2094,0.0199307,0.998617
2095,0.0199231,0.998617
2096,0.0199155,0.998617
2097,0.0199079,0.998617
2098,0.0199003,0.998617
2099,0.0198927,0.998617
2100,0.0198851,0.998617
2101,0.0198775,0.998617
2102,0.0198699,0.998617
2103,0.0198623,0.998617
2104,0.0198548,0.998617
2105,0.0198472,0.998617
2106,0.0198396,0.998617
2107,0.0198321,0.998617
2108,0.0198245,0.998666
2109,0.019817,0.998666
2110,0.0198095,0.998666
2111,0.019802,0.998666
2112,0.0197944,0.998666
2113,0.0197869,0.998666
2114,0.0197794,0.998666
2115,0.0197719,0.998666
2116,0.0197644,0.998666
2117,0.0197569,0.998666
2118,0.0197495,0.998666
2119,0.019742,0.998666
2120,0.0197345,0.998666
2121,0.0197271,0.998666
2122,0.0197196,0.998666
2123,0.0197122,0.998666
2124,0.0197047,0.998666
2125,0.0196973,0.998666
2126,0.0196899,0.998666
2127,0.0196824,0.998666
2128,0.019675,0.998666
2129,0.0196676,0.998666
2130,0.0196602,0.998666
2131,0.0196528,0.998666
2132,0.0196454,0.998666
2133,0.019638,0.998666
2134,0.0196307,0.998666
2135,0.0196233,0.998666
2136,0.0196159,0.998666
2137,0.0196086,0.998666
2138,0.0196012,0.998666
2139,0.0195939,0.998666
2140,0.0195865,0.998666
2141,0.0195792,0.998666
2142,0.0195719,0.998666
2143,0.0195645,0.998666
2144,0.0195572,0.998666
2145,0.0195499,0.998666
2146,0.0195426,0.998666
2147,0.0195353,0.998666
2148,0.019528,0.998666
2149,0.0195207,0.998666
2150,0.0195135,0.998666
2151,0.0195062,0.998666
2152,0.0194989,0.998666
2153,0.0194917,0.998666
2154,0.0194844,0.998666
2155,0.0194772,0.998666
2156,0.0194699,0.998666
2157,0.0194627,0.998666
2158,0.0194555,0.998666
2159,0.0194482,0.998666
2160,0.019441,0.998666
2161,0.0194338,0.998666
2162,0.0194266,0.998666
2163,0.0194194,0.998666
2164,0.0194122,0.998666
2165,0.019405,0.998666
2166,0.0193978,0.998666
2167,0.0193907,0.998666
2168,0.0193835,0.998666
2169,0.0193763,0.998716
2170,0.0193692,0.998716
2171,0.019362,0.998716
2172,0.0193549,0.998716
2173,0.0193477,0.998716
2174,0.0193406,0.998716
2175,0.0193335,0.998716
2176,0.0193264,0.998716
2177,0.0193192,0.998716
2178,0.0193121,0.998716
2179,0.019305,0.998716
2180,0.0192979,0.998716
2181,0.0192908,0.998716
2182,0.0192838,0.998716
2183,0.0192767,0.998716
2184,0.0192696,0.998716
2185,0.0192625,0.998716
2186,0.0192555,0.998716
2187,0.0192484,0.998716
2188,0.0192414,0.998716
2189,0.0192343,0.998716
2190,0.0192273,0.998716
2191,0.0192202,0.998716
2192,0.0192132,0.998716
2193,0.0192062,0.998716
2194,0.0191992,0.998716
2195,0.0191922,0.998716
2196,0.0191852,0.998716
2197,0.0191782,0.998716
2198,0.0191712,0.998716
2199,0.0191642,0.998716
2200,0.0191572,0.998716
2201,0.0191502,0.998716
2202,0.0191433,0.998716
2203,0.0191363,0.998716
2204,0.0191293,0.998716
2205,0.0191224,0.998716
2206,0.0191154,0.998716
2207,0.0191085,0.998716
2208,0.0191016,0.998716
2209,0.0190946,0.998716
2210,0.0190877,0.998716
2211,0.0190808,0.998716
2212,0.0190739,0.998716
2213,0.019067,0.998716
2214,0.0190601,0.998716
2215,0.0190532,0.998716
2216,0.0190463,0.998716
2217,0.0190394,0.998716
2218,0.0190325,0.998765
2219,0.0190257,0.998765
2220,0.0190188,0.998765
2221,0.0190119,0.998765
2222,0.0190051,0.998765
2223,0.0189982,0.998765
2224,0.0189914,0.998765
2225,0.0189845,0.998765
2226,0.0189777,0.998765
2227,0.0189709,0.998765
2228,0.0189641,0.998765
2229,0.0189572,0.998765
2230,0.0189504,0.998814
2231,0.0189436,0.998814
2232,0.0189368,0.998814
2233,0.01893,0.998814
2234,0.0189232,0.998814
2235,0.0189165,0.998814
2236,0.0189097,0.998814
2237,0.0189029,0.998814
2238,0.0188961,0.998814
2239,0.0188894,0.998814
2240,0.0188826,0.998814
2241,0.0188759,0.998814
2242,0.0188691,0.998814
2243,0.0188624,0.998814
2244,0.0188557,0.998814
2245,0.0188489,0.998814
2246,0.0188422,0.998814
2247,0.0188355,0.998814
2248,0.0188288,0.998814
2249,0.0188221,0.998814
2250,0.0188154,0.998814
2251,0.0188087,0.998814
2252,0.018802,0.998814
2253,0.0187953,0.998814
2254,0.0187886,0.998814
2255,0.0187819,0.998814
2256,0.0187753,0.998814
2257,0.0187686,0.998814
2258,0.018762,0.998814
2259,0.0187553,0.998814
2260,0.0187487,0.998814
2261,0.018742,0.998814
2262,0.0187354,0.998814
2263,0.0187288,0.998814
2264,0.0187221,0.998814
2265,0.0187155,0.998814
2266,0.0187089,0.998814
2267,0.0187023,0.998814
2268,0.0186957,0.998814
2269,0.0186891,0.998814
2270,0.0186825,0.998814
2271,0.0186759,0.998814
2272,0.0186693,0.998814
2273,0.0186627,0.998814
2274,0.0186562,0.998814
2275,0.0186496,0.998814
2276,0.018643,0.998814
2277,0.0186365,0.998814
2278,0.0186299,0.998814
2279,0.0186234,0.998814
2280,0.0186168,0.998814
2281,0.0186103,0.998814
2282,0.0186038,0.998814
2283,0.0185972,0.998814
2284,0.0185907,0.998814
2285,0.0185842,0.998814
2286,0.0185777,0.998814
2287,0.0185712,0.998814
2288,0.0185647,0.998814
2289,0.0185582,0.998814
2290,0.0185517,0.998814
2291,0.0185452,0.998814
2292,0.0185388,0.998814
2293,0.0185323,0.998814
2294,0.0185258,0.998814
2295,0.0185194,0.998814
2296,0.0185129,0.998814
2297,0.0185064,0.998814
2298,0.0185,0.998814
2299,0.0184936,0.998814
2300,0.0184871,0.998814
2301,0.0184807,0.998814
2302,0.0184743,0.998814
2303,0.0184678,0.998814
2304,0.0184614,0.998814
2305,0.018455,0.998814
2306,0.0184486,0.998814
2307,0.0184422,0.998814
2308,0.0184358,0.998814
2309,0.0184294,0.998814
2310,0.018423,0.998814
2311,0.0184166,0.998814
2312,0.0184103,0.998814
2313,0.0184039,0.998814
2314,0.0183975,0.998814
2315,0.0183912,0.998814
2316,0.0183848,0.998814
2317,0.0183785,0.998814
2318,0.0183721,0.998814
2319,0.0183658,0.998814
2320,0.0183594,0.998814
2321,0.0183531,0.998814
2322,0.0183468,0.998814
2323,0.0183405,0.998814
2324,0.0183341,0.998814
2325,0.0183278,0.998814
2326,0.0183215,0.998814
2327,0.0183152,0.998814
2328,0.0183089,0.998814
2329,0.0183026,0.998814
2330,0.0182963,0.998814
2331,0.0182901,0.998814
2332,0.0182838,0.998814
2333,0.0182775,0.998814
2334,0.0182713,0.998814
2335,0.018265,0.998814
2336,0.0182587,0.998814
2337,0.0182525,0.998814
2338,0.0182462,0.998814
2339,0.01824,0.998814
2340,0.0182338,0.998814
2341,0.0182275,0.998814
2342,0.0182213,0.998814
2343,0.0182151,0.998814
2344,0.0182089,0.998814
2345,0.0182026,0.998814
2346,0.0181964,0.998814
2347,0.0181902,0.998814
2348,0.018184,0.998814
2349,0.0181778,0.998814
2350,0.0181716,0.998814
2351,0.0181655,0.998814
2352,0.0181593,0.998814
2353,0.0181531,0.998814
2354,0.0181469,0.998814
2355,0.0181408,0.998814
2356,0.0181346,0.998814
2357,0.0181285,0.998814
2358,0.0181223,0.998814
2359,0.0181162,0.998814
2360,0.01811,0.998814
2361,0.0181039,0.998814
2362,0.0180978,0.998814
2363,0.0180916,0.998814
2364,0.0180855,0.998814
2365,0.0180794,0.998814
2366,0.0180733,0.998814
2367,0.0180672,0.998814
2368,0.0180611,0.998814
2369,0.018055,0.998814
2370,0.0180489,0.998814
2371,0.0180428,0.998814
2372,0.0180367,0.998814
2373,0.0180306,0.998814
2374,0.0180246,0.998814
2375,0.0180185,0.998814
2376,0.0180124,0.998814
2377,0.0180064,0.998814
2378,0.0180003,0.998814
2379,0.0179943,0.998814
2380,0.0179882,0.998814
2381,0.0179822,0.998814
2382,0.0179761,0.998814
2383,0.0179701,0.998814
2384,0.0179641,0.998814
2385,0.017958,0.998814
2386,0.017952,0.998814
2387,0.017946,0.998814
2388,0.01794,0.998814
2389,0.017934,0.998814
2390,0.017928,0.998814
2391,0.017922,0.998814
2392,0.017916,0.998814
2393,0.01791,0.998814
2394,0.017904,0.998814
2395,0.0178981,0.998814
2396,0.0178921,0.998814
2397,0.0178861,0.998814
2398,0.0178802,0.998814
2399,0.0178742,0.998814
2400,0.0178683,0.998814
2401,0.0178623,0.998814
2402,0.0178564,0.998814
2403,0.0178504,0.998814
2404,0.0178445,0.998814
2405,0.0178386,0.998814
2406,0.0178326,0.998814
2407,0.0178267,0.998814
2408,0.0178208,0.998814
2409,0.0178149,0.998814
2410,0.017809,0.998814
2411,0.0178031,0.998814
2412,0.0177972,0.998864
2413,0.0177913,0.998864
2414,0.0177854,0.998864
2415,0.0177795,0.998864
2416,0.0177736,0.998864
2417,0.0177677,0.998864
2418,0.0177619,0.998864
2419,0.017756,0.998864
2420,0.0177501,0.998864
2421,0.0177443,0.998864
2422,0.0177384,0.998864
2423,0.0177326,0.998864
2424,0.0177267,0.998864
2425,0.0177209,0.998864
2426,0.017715,0.998864
2427,0.0177092,0.998864
2428,0.0177034,0.998864
2429,0.0176976,0.998864
2430,0.0176917,0.998864
2431,0.0176859,0.998864
2432,0.0176801,0.998864
2433,0.0176743,0.998864
2434,0.0176685,0.998864
2435,0.0176627,0.998864
2436,0.0176569,0.998864
2437,0.0176511,0.998864
2438,0.0176453,0.998864
2439,0.0176396,0.998864
2440,0.0176338,0.998864
2441,0.017628,0.998864
2442,0.0176222,0.998864
2443,0.0176165,0.998864
2444,0.0176107,0.998864
2445,0.017605,0.998864
2446,0.0175992,0.998864
2447,0.0175935,0.998864
2448,0.0175877,0.998864
2449,0.017582,0.998864
2450,0.0175763,0.998864
2451,0.0175705,0.998864
2452,0.0175648,0.998864
2453,0.0175591,0.998864
2454,0.0175534,0.998864
2455,0.0175477,0.998864
2456,0.017542,0.998864
2457,0.0175363,0.998864
2458,0.0175306,0.998864
2459,0.0175249,0.998864
2460,0.0175192,0.998864
2461,0.0175135,0.998864
2462,0.0175078,0.998864
2463,0.0175021,0.998864
2464,0.0174965,0.998864
2465,0.0174908,0.998864
2466,0.0174851,0.998864
2467,0.0174795,0.998864
2468,0.0174738,0.998864
2469,0.0174682,0.998864
2470,0.0174625,0.998864
2471,0.0174569,0.998864
2472,0.0174512,0.998864
2473,0.0174456,0.998864
2474,0.01744,0.998864
2475,0.0174344,0.998864
2476,0.0174287,0.998864
2477,0.0174231,0.998864
2478,0.0174175,0.998864
2479,0.0174119,0.998864
2480,0.0174063,0.998864
2481,0.0174007,0.998864
2482,0.0173951,0.998864
2483,0.0173895,0.998864
2484,0.0173839,0.998864
2485,0.0173783,0.998864
2486,0.0173727,0.998864
2487,0.0173672,0.998864
2488,0.0173616,0.998864
2489,0.017356,0.998864
2490,0.0173505,0.998864
2491,0.0173449,0.998864
2492,0.0173394,0.998864
2493,0.0173338,0.998864
2494,0.0173283,0.998864
2495,0.0173227,0.998864
2496,0.0173172,0.998864
2497,0.0173116,0.998864
2498,0.0173061,0.998864
2499,0.0173006,0.998864
2500,0.0172951,0.998864
2501,0.0172895,0.998864
2502,0.017284,0.998864
2503,0.0172785,0.998864
2504,0.017273,0.998864
2505,0.0172675,0.998864
2506,0.017262,0.998864
2507,0.0172565,0.998864
2508,0.017251,0.998864
2509,0.0172455,0.998864
2510,0.0172401,0.998864
2511,0.0172346,0.998864
2512,0.0172291,0.998864
2513,0.0172236,0.998864
2514,0.0172182,0.998864
2515,0.0172127,0.998864
2516,0.0172073,0.998864
2517,0.0172018,0.998864
2518,0.0171964,0.998864
2519,0.0171909,0.998864
2520,0.0171855,0.998864
2521,0.01718,0.998864
2522,0.0171746,0.998864
2523,0.0171692,0.998864
2524,0.0171637,0.998864
2525,0.0171583,0.998864
2526,0.0171529,0.998864
2527,0.0171475,0.998864
2528,0.0171421,0.998864
2529,0.0171367,0.998864
2530,0.0171313,0.998864
2531,0.0171259,0.998864
2532,0.0171205,0.998864
2533,0.0171151,0.998864
2534,0.0171097,0.998864
2535,0.0171043,0.998864
2536,0.0170989,0.998864
2537,0.0170936,0.998864
2538,0.0170882,0.998864
2539,0.0170828,0.998864
2540,0.0170775,0.998864
2541,0.0170721,0.998864
2542,0.0170668,0.998864
2543,0.0170614,0.998864
2544,0.0170561,0.998864
2545,0.0170507,0.998864
2546,0.0170454,0.998864
2547,0.01704,0.998864
2548,0.0170347,0.998864
2549,0.0170294,0.998864
2550,0.0170241,0.998864
2551,0.0170187,0.998864
2552,0.0170134,0.998864
2553,0.0170081,0.998864
2554,0.0170028,0.998864
2555,0.0169975,0.998864
2556,0.0169922,0.998864
2557,0.0169869,0.998864
2558,0.0169816,0.998864
2559,0.0169763,0.998864
2560,0.016971,0.998864
2561,0.0169658,0.998864
2562,0.0169605,0.998864
2563,0.0169552,0.998864
2564,0.0169499,0.998864
2565,0.0169447,0.998864
2566,0.0169394,0.998864
2567,0.0169341,0.998864
2568,0.0169289,0.998864
2569,0.0169236,0.998864
2570,0.0169184,0.998864
2571,0.0169132,0.998864
2572,0.0169079,0.998864
2573,0.0169027,0.998864
2574,0.0168974,0.998864
2575,0.0168922,0.998864
2576,0.016887,0.998864
2577,0.0168818,0.998864
2578,0.0168766,0.998864
2579,0.0168713,0.998864
2580,0.0168661,0.998864
2581,0.0168609,0.998864
2582,0.0168557,0.998864
2583,0.0168505,0.998864
2584,0.0168453,0.998864
2585,0.0168401,0.998864
2586,0.016835,0.998864
2587,0.0168298,0.998864
2588,0.0168246,0.998864
2589,0.0168194,0.998864
2590,0.0168142,0.998864
2591,0.0168091,0.998864
2592,0.0168039,0.998864
2593,0.0167988,0.998864
2594,0.0167936,0.998864
2595,0.0167884,0.998864
2596,0.0167833,0.998864
2597,0.0167781,0.998864
2598,0.016773,0.998864
2599,0.0167679,0.998864
2600,0.0167627,0.998864
2601,0.0167576,0.998864
2602,0.0167525,0.998864
2603,0.0167473,0.998864
2604,0.0167422,0.998864
2605,0.0167371,0.998864
2606,0.016732,0.998864
2607,0.0167269,0.998864
2608,0.0167218,0.998864
2609,0.0167167,0.998864
2610,0.0167116,0.998864
2611,0.0167065,0.998864
2612,0.0167014,0.998864
2613,0.0166963,0.998864
2614,0.0166912,0.998864
2615,0.0166861,0.998864
2616,0.0166811,0.998864
2617,0.016676,0.998864
2618,0.0166709,0.998864
2619,0.0166659,0.998864
2620,0.0166608,0.998864
2621,0.0166557,0.998864
2622,0.0166507,0.998864
2623,0.0166456,0.998864
2624,0.0166406,0.998864
2625,0.0166355,0.998864
2626,0.0166305,0.998864
2627,0.0166255,0.998864
2628,0.0166204,0.998864
2629,0.0166154,0.998864
2630,0.0166104,0.998864
2631,0.0166053,0.998864
2632,0.0166003,0.998864
2633,0.0165953,0.998864
2634,0.0165903,0.998864
2635,0.0165853,0.998864
2636,0.0165803,0.998864
2637,0.0165753,0.998913
2638,0.0165703,0.998913
2639,0.0165653,0.998913
2640,0.0165603,0.998913
2641,0.0165553,0.998913
2642,0.0165503,0.998913
2643,0.0165453,0.998913
2644,0.0165404,0.998913
2645,0.0165354,0.998913
2646,0.0165304,0.998913
2647,0.0165254,0.998913
2648,0.0165205,0.998913
2649,0.0165155,0.998913
2650,0.0165106,0.998913
2651,0.0165056,0.998913
2652,0.0165007,0.998913
2653,0.0164957,0.998913
2654,0.0164908,0.998913
2655,0.0164858,0.998913
2656,0.0164809,0.998913
2657,0.016476,0.998913
2658,0.016471,0.998913
2659,0.0164661,0.998913
2660,0.0164612,0.998913
2661,0.0164563,0.998913
2662,0.0164514,0.998913
2663,0.0164464,0.998913
2664,0.0164415,0.998913
2665,0.0164366,0.998913
2666,0.0164317,0.998913
2667,0.0164268,0.998913
2668,0.0164219,0.998913
2669,0.016417,0.998913
2670,0.0164122,0.998913
2671,0.0164073,0.998913
2672,0.0164024,0.998913
2673,0.0163975,0.998913
2674,0.0163926,0.998913
2675,0.0163878,0.998913
2676,0.0163829,0.998913
2677,0.016378,0.998913
2678,0.0163732,0.998913
2679,0.0163683,0.998913
2680,0.0163635,0.998913
2681,0.0163586,0.998913
2682,0.0163538,0.998913
2683,0.0163489,0.998913
2684,0.0163441,0.998913
2685,0.0163393,0.998913
2686,0.0163344,0.998913
2687,0.0163296,0.998913
2688,0.0163248,0.998913
2689,0.0163199,0.998913
2690,0.0163151,0.998913
2691,0.0163103,0.998913
2692,0.0163055,0.998913
2693,0.0163007,0.998913
2694,0.0162959,0.998913
2695,0.0162911,0.998913
2696,0.0162863,0.998913
2697,0.0162815,0.998913
2698,0.0162767,0.998913
2699,0.0162719,0.998913
2700,0.0162671,0.998913
2701,0.0162623,0.998913
2702,0.0162575,0.998913
2703,0.0162528,0.998913
2704,0.016248,0.998913
2705,0.0162432,0.998913
2706,0.0162384,0.998913
2707,0.0162337,0.998913
2708,0.0162289,0.998913
2709,0.0162242,0.998913
2710,0.0162194,0.998913
2711,0.0162147,0.998913
2712,0.0162099,0.998913
2713,0.0162052,0.998913
2714,0.0162004,0.998913
2715,0.0161957,0.998913
2716,0.016191,0.998913
2717,0.0161862,0.998913
2718,0.0161815,0.998913
2719,0.0161768,0.998913
2720,0.016172,0.998913
2721,0.0161673,0.998913
2722,0.0161626,0.998913
2723,0.0161579,0.998913
2724,0.0161532,0.998913
2725,0.0161485,0.998913
2726,0.0161438,0.998913
2727,0.0161391,0.998913
2728,0.0161344,0.998913
2729,0.0161297,0.998913
2730,0.016125,0.998913
2731,0.0161203,0.998913
2732,0.0161156,0.998913
2733,0.016111,0.998913
2734,0.0161063,0.998913
2735,0.0161016,0.998913
2736,0.0160969,0.998913
2737,0.0160923,0.998913
2738,0.0160876,0.998913
2739,0.016083,0.998913
2740,0.0160783,0.998913
2741,0.0160736,0.998913
2742,0.016069,0.998913
2743,0.0160643,0.998913
2744,0.0160597,0.998913
2745,0.0160551,0.998913
2746,0.0160504,0.998913
2747,0.0160458,0.998913
2748,0.0160411,0.998913
2749,0.0160365,0.998913
2750,0.0160319,0.998913
2751,0.0160273,0.998913
2752,0.0160227,0.998913
2753,0.016018,0.998913
2754,0.0160134,0.998913
2755,0.0160088,0.998913
2756,0.0160042,0.998913
2757,0.0159996,0.998913
2758,0.015995,0.998913
2759,0.0159904,0.998913
2760,0.0159858,0.998913
2761,0.0159812,0.998913
2762,0.0159766,0.998913
2763,0.015972,0.998913
2764,0.0159675,0.998913
2765,0.0159629,0.998913
2766,0.0159583,0.998913
2767,0.0159537,0.998913
2768,0.0159492,0.998913
2769,0.0159446,0.998913
2770,0.01594,0.998913
2771,0.0159355,0.998913
2772,0.0159309,0.998913
2773,0.0159264,0.998913
2774,0.0159218,0.998913
2775,0.0159173,0.998913
2776,0.0159127,0.998913
2777,0.0159082,0.998913
2778,0.0159036,0.998913
2779,0.0158991,0.998913
2780,0.0158946,0.998913
2781,0.01589,0.998913
2782,0.0158855,0.998913
2783,0.015881,0.998913
2784,0.0158765,0.998913
2785,0.0158719,0.998913
2786,0.0158674,0.998913
2787,0.0158629,0.998913
2788,0.0158584,0.998913
2789,0.0158539,0.998913
2790,0.0158494,0.998913
2791,0.0158449,0.998913
2792,0.0158404,0.998913
2793,0.0158359,0.998913
2794,0.0158314,0.998913
2795,0.0158269,0.998913
2796,0.0158224,0.998913
2797,0.015818,0.998913
2798,0.0158135,0.998913
2799,0.015809,0.998913
2800,0.0158045,0.998913
2801,0.0158001,0.998913
2802,0.0157956,0.998913
2803,0.0157911,0.998913
2804,0.0157867,0.998913
2805,0.0157822,0.998913
2806,0.0157778,0.998913
2807,0.0157733,0.998913
2808,0.0157689,0.998913
2809,0.0157644,0.998913
2810,0.01576,0.998913
2811,0.0157555,0.998913
2812,0.0157511,0.998913
2813,0.0157467,0.998913
2814,0.0157422,0.998913
2815,0.0157378,0.998913
2816,0.0157334,0.998913
2817,0.015729,0.998913
2818,0.0157245,0.998913
2819,0.0157201,0.998913
2820,0.0157157,0.998913
2821,0.0157113,0.998913
2822,0.0157069,0.998913
2823,0.0157025,0.998913
2824,0.0156981,0.998913
2825,0.0156937,0.998913
2826,0.0156893,0.998913
2827,0.0156849,0.998913
2828,0.0156805,0.998913
2829,0.0156761,0.998913
2830,0.0156717,0.998913
2831,0.0156674,0.998913
2832,0.015663,0.998913
2833,0.0156586,0.998913
2834,0.0156542,0.998913
2835,0.0156499,0.998913
2836,0.0156455,0.998913
2837,0.0156411,0.998913
2838,0.0156368,0.998913
2839,0.0156324,0.998913
2840,0.0156281,0.998913
2841,0.0156237,0.998913
2842,0.0156193,0.998913
2843,0.015615,0.998913
2844,0.0156107,0.998913
2845,0.0156063,0.998913
2846,0.015602,0.998913
2847,0.0155976,0.998913
2848,0.0155933,0.998913
2849,0.015589,0.998913
2850,0.0155847,0.998913
2851,0.0155803,0.998913
2852,0.015576,0.998913
2853,0.0155717,0.998913
2854,0.0155674,0.998913
2855,0.0155631,0.998913
2856,0.0155588,0.998913
2857,0.0155544,0.998913
2858,0.0155501,0.998913
2859,0.0155458,0.998913
2860,0.0155415,0.998913
2861,0.0155372,0.998913
2862,0.015533,0.998913
2863,0.0155287,0.998913
2864,0.0155244,0.998913
2865,0.0155201,0.998913
2866,0.0155158,0.998913
2867,0.0155115,0.998913
2868,0.0155073,0.998913
2869,0.015503,0.998913
2870,0.0154987,0.998913
2871,0.0154944,0.998913
2872,0.0154902,0.998913
2873,0.0154859,0.998913
2874,0.0154817,0.998913
2875,0.0154774,0.998913
2876,0.0154731,0.998913
2877,0.0154689,0.998913
2878,0.0154646,0.998913
2879,0.0154604,0.998913
2880,0.0154562,0.998913
2881,0.0154519,0.998913
2882,0.0154477,0.998913
2883,0.0154434,0.998913
2884,0.0154392,0.998913
2885,0.015435,0.998913
2886,0.0154308,0.998913
2887,0.0154265,0.998913
2888,0.0154223,0.998913
2889,0.0154181,0.998913
2890,0.0154139,0.998913
2891,0.0154097,0.998913
2892,0.0154055,0.998913
2893,0.0154012,0.998913
2894,0.015397,0.998913
2895,0.0153928,0.998913
2896,0.0153886,0.998913
2897,0.0153844,0.998913
2898,0.0153803,0.998913
2899,0.0153761,0.998913
2900,0.0153719,0.998913
2901,0.0153677,0.998913
2902,0.0153635,0.998913
2903,0.0153593,0.998913
2904,0.0153551,0.998913
2905,0.015351,0.998913
2906,0.0153468,0.998913
2907,0.0153426,0.998913
2908,0.0153385,0.998913
2909,0.0153343,0.998913
2910,0.0153301,0.998913
2911,0.015326,0.998913
2912,0.0153218,0.998913
2913,0.0153177,0.998913
2914,0.0153135,0.998913
2915,0.0153094,0.998913
2916,0.0153052,0.998913
2917,0.0153011,0.998913
2918,0.0152969,0.998913
2919,0.0152928,0.998913
2920,0.0152887,0.998913
2921,0.0152845,0.998913
2922,0.0152804,0.998913
2923,0.0152763,0.998913
2924,0.0152722,0.998913
2925,0.015268,0.998913
2926,0.0152639,0.998913
2927,0.0152598,0.998913
2928,0.0152557,0.998913
2929,0.0152516,0.998913
2930,0.0152475,0.998913
2931,0.0152434,0.998913
2932,0.0152393,0.998913
2933,0.0152352,0.998913
2934,0.0152311,0.998913
2935,0.015227,0.998913
2936,0.0152229,0.998913
2937,0.0152188,0.998913
2938,0.0152147,0.998913
2939,0.0152106,0.998913
2940,0.0152065,0.998913
2941,0.0152025,0.998913
2942,0.0151984,0.998913
2943,0.0151943,0.998913
2944,0.0151902,0.998913
2945,0.0151862,0.998913
2946,0.0151821,0.998913
2947,0.015178,0.998913
2948,0.015174,0.998913
2949,0.0151699,0.998913
2950,0.0151659,0.998913
2951,0.0151618,0.998913
2952,0.0151578,0.998913
2953,0.0151537,0.998913
2954,0.0151497,0.998913
2955,0.0151456,0.998913
2956,0.0151416,0.998913
2957,0.0151375,0.998913
2958,0.0151335,0.998913
2959,0.0151295,0.998913
2960,0.0151254,0.998913
2961,0.0151214,0.998913
2962,0.0151174,0.998913
2963,0.0151134,0.998913
2964,0.0151094,0.998913
2965,0.0151053,0.998913
2966,0.0151013,0.998913
2967,0.0150973,0.998913
2968,0.0150933,0.998913
2969,0.0150893,0.998913
2970,0.0150853,0.998913
2971,0.0150813,0.998913
2972,0.0150773,0.998913
2973,0.0150733,0.998913
2974,0.0150693,0.998913
2975,0.0150653,0.998913
2976,0.0150613,0.998913
2977,0.0150573,0.998913
2978,0.0150533,0.998913
2979,0.0150494,0.998913
2980,0.0150454,0.998913
2981,0.0150414,0.998913
2982,0.0150374,0.998913
2983,0.0150335,0.998913
2984,0.0150295,0.998913
2985,0.0150255,0.998913
2986,0.0150216,0.998913
2987,0.0150176,0.998913
2988,0.0150136,0.998913
2989,0.0150097,0.998913
2990,0.0150057,0.998913
2991,0.0150018,0.998913
2992,0.0149978,0.998913
2993,0.0149939,0.998913
2994,0.0149899,0.998913
2995,0.014986,0.998913
2996,0.014982,0.998913
2997,0.0149781,0.998913
2998,0.0149742,0.998913
2999,0.0149702,0.998913
48064,50000,0.96128
